id_men,culture_label,production_kg,superficie
1215,Arachide,4500,9
1215,Mil,3600,5
1215,Niebe,220,1
1216,Riz,16000,2
1217,Mais,600,1
1218,Arachide,400,0.25
1218,Mil,150,0.150000006
1219,Bissap,525,0.449999988
1219,Gombo,753,0.349999994
1219,Mais,450,0.300000012
1219,Mil,147,0.400000006
1219,Riz,400,0.5
1220,Arachide,670,2
1220,Mil,800,2
1220,Riz,920,3
1221,Arachide,1500,3
1222,Riz,300,0.200000003
1223,Arachide,600,1
1223,Mil,700,3
1223,Niebe,80,1
1224,Arachide,45,0.75
1224,Mil,500,0.75
1225,Arachide,0,2
1225,Mil,300,2
1225,Niebe,300,1
1226,Arachide,150,0.25
1226,Mais,280,1
1227,Arachide,460,2
1227,Mais,310,2
1227,Mil,450,2
1228,Arachide,1000,3
1228,Mais,550,1
1228,Riz,250,1
1229,Arachide,150,1.200000048
1229,Mil,200,1.799999952
1230,Riz,350,0.5
1231,Arachide,400,2
1231,Niebe,350,3
1232,Riz,250,2
1233,Arachide,0,1
1234,Arachide,350,1.5
1234,Niebe,240,2
1235,Mais,2500,3
1235,Riz,1000,1
1235,Sesame,75,1
1236,Arachide,400,3
1236,Mil,1100,4
1237,Mais,650,1
1237,Riz,800,0.800000012
1238,Arachide,600,1
1238,Mais,50,1
1238,Mil,100,1
1239,Arachide,460,1.5
1239,Mais,600,1.5
1239,Mil,50,2
1239,Niebe,40,1
1240,Arachide,500,0.5
1240,Mais,800,2
1240,Riz,100,0.5
1240,Sorgho,5000,2
1241,Arachide,300,3
1241,Mil,400,3
1242,Arachide,300,0.349999994
1242,Mais,600,0.5
1242,Riz,200,0.400000006
1243,Niebe,60,0.5
1244,Arachide,5500,11
1244,Mil,1200,4
1244,Niebe,800,2
1244,Pasteque,5667,2
1245,Arachide,100,0.800000012
1245,Mil,50,0.300000012
1246,Arachide,1000,0.200000003
1246,Mais,90,0.200000003
1246,Mil,25,0.200000003
1246,Niebe,150,0.200000003
1246,Riz,420,0.200000003
1247,Arachide,500,3
1247,Mil,200,3
1247,Niebe,165,1.5
1248,Arachide,150,1
1248,Mais,250,1
1248,Sorgho,350,2
1249,Riz,1000,0.5
1250,Arachide,800,1
1250,Mil,500,1
1250,Niebe,75,1
1251,Arachide,3500,3
1251,Mil,900,2
1252,Arachide,1500,10
1252,Mil,800,2
1252,Niebe,45,1
1252,Pasteque,450,1
1253,Arachide,500,3
1253,Mais,50,1
1254,Riz,200,1.200000048
1255,Arachide,1250,1.5
1255,Mil,1000,2
1256,Arachide,1500,8
1256,Mil,1000,7
1257,Arachide,1790,2.5
1257,Mais,1650,3
1257,Riz,670,1.5
1258,Arachide,3000,4
1258,Mil,1050,3
1259,Mais,300,0.5
1259,Riz,500,0.5
1260,Mais,200,0.262600005
1260,Sorgho,50,0.092500001
1261,Arachide,0,1
1261,Niebe,40,0.5
1262,Arachide,240,0.899999976
1262,Mil,450,3.5
1262,Niebe,20,0.150000006
1263,Niebe,300,1
1264,Niebe,120,1
1265,Arachide,850,1
1265,Riz,1200,1
1266,Arachide,2100,2.25
1266,Mais,645,0.75
1266,Sorgho,2780,5
1267,Arachide,700,2.5
1267,Mil,200,3
1268,Mais,1200,1
1268,Riz,3000,1
1269,Arachide,500,2
1269,Mais,50,2
1269,Mil,200,2
1269,Sorgho,0,2
1270,Mil,1000,2
1271,Arachide,6250,10
1272,Arachide,800,2
1272,Mais,618,1.5
1272,Mil,734,2
1272,Riz,178,0.5
1273,Arachide,145,1.5
1273,Mil,500,1.5
1274,Aubergine,2250,1
1274,Courge,1900,1
1274,Mais,1100,1
1274,Mil,2300,3
1274,Pasteque,1900,1
1275,Riz,3800,0.400000006
1276,Mil,600,1
1276,Riz,1000,1.5
1277,Arachide,2000,3.5
1277,Mais,500,0.5
1277,Mil,2000,3
1278,Arachide,1300,2
1278,Mil,2500,3
1278,Niebe,800,1
1279,Arachide,2000,3
1279,Mil,1500,2
1280,Arachide,400,1
1280,Mil,100,1
1281,Arachide,1200,2
1281,Mil,250,1
1281,Riz,700,1
1282,Arachide,5000,7
1282,Mais,1800,2
1282,Mil,3200,5
1283,Arachide,800,3
1283,Mil,500,3
1284,Arachide,500,0.200000003
1284,Riz,3600,0.5
1285,Arachide,8000,7
1285,Mais,6000,2
1285,Mil,5000,5
1286,Arachide,1600,1.75
1286,Riz,2900,1.25
1287,Arachide,500,1
1287,Mil,1750,2
1288,Arachide,500,1
1288,Mais,50,1
1288,Mil,200,1
1289,Mais,150,2
1289,Mil,400,2
1289,Sorgho,300,2
1290,Arachide,2000,4
1290,Mil,2000,4
1291,Arachide,3000,5
1291,Mais,600,2
1291,Sorgho,300,2
1292,Arachide,300,1
1292,Mil,800,2.5
1293,Mil,400,0.252900004
1294,Arachide,900,3
1294,Gombo,10,0.25
1294,Mais,150,1
1294,Sorgho,600,2
1295,Arachide,4000,5
1295,Mais,500,2
1295,Mil,0,1
1296,Arachide,300,1
1296,Mais,300,1
1296,Mil,200,1
1297,Riz,1300,1.799999952
1298,Mil,1200,4
1299,Manioc,150,0.757700026
1299,Niebe,30,0.300599992
1300,Riz,1200,1.5
1301,Arachide,300,3
1301,Niebe,300,2
1302,Arachide,1500,8
1302,Mil,1000,4
1302,Niebe,40,1
1302,Pasteque,735,1
1303,Arachide,450,1
1303,Mais,80,2
1303,Mil,73,2
1304,Arachide,200,0.280000001
1304,Mais,1000,0.980000019
1304,Sorgho,0,0.159999996
1305,Arachide,5000,5
1305,Mais,1500,2
1305,Mil,3500,4
1306,Arachide,945,1
1306,Mil,165,1
1307,Arachide,250,1
1307,Mil,300,1
1308,Pasteque,400,0.5
1308,Riz,5200,0.699999988
1309,Mais,600,0.5
1309,Riz,800,0.5
1309,Sorgho,2200,2
1310,Arachide,400,1
1310,Mil,600,1
1311,Arachide,415,0.75
1311,Mais,650,1
1311,Riz,115,0.25
1311,Sorgho,870,1.5
1312,Arachide,700,2
1312,Mil,600,2
1313,Mais,250,0.694800019
1313,Mil,500,1.903800011
1314,Mais,500,1
1314,Riz,800,1
1315,Arachide,400,1
1316,Arachide,1000,1
1316,Manioc,100,0.5
1316,Mil,900,2
1316,Niebe,90,1
1317,Mil,880,2
1317,Niebe,480,2
1318,Arachide,1500,1.5
1318,Riz,450,0.5
1319,Arachide,400,1
1319,Mais,100,2
1320,Sorgho,150,0.121299997
1321,Arachide,250,0.5
1321,Niebe,40,0.300000012
1321,Riz,300,0.699999988
1322,Arachide,650,0.680000007
1322,Mais,50,0.07
1322,Riz,175,0.25
1323,Arachide,1500,5
1323,Mil,800,2
1323,Niebe,58,0.5
1324,Arachide,1100,4
1324,Mil,800,3
1325,Arachide,900,3
1325,Mil,200,2
1326,Arachide,1200,2
1326,Mais,100,1
1326,Mil,1500,1
1327,Arachide,800,2
1327,Mil,50,2
1328,Mais,1070,0.847100019
1328,Mil,6,0.0108
1329,Arachide,2500,3
1329,Mais,500,1
1329,Riz,350,1
1330,Arachide,1000,2
1330,Mais,1200,2
1331,Mais,250,0.5
1331,Sorgho,300,0.5
1332,Mais,120,0.100000001
1332,Niebe,0,0.150000006
1332,Riz,1560,0.870000005
1333,Arachide,200,0.5
1333,Mais,0,0.25
1333,Mil,184,0.5
1333,Riz,150,0.370000005
1334,Mil,300,1
1335,Riz,450,0.200000003
1336,Arachide,400,1
1336,Mil,200,1
1337,Arachide,520,1
1337,Mil,850,1
1338,Niebe,600,4
1339,Arachide,2400,4
1339,Mil,600,1
1339,Pasteque,18667,4
1340,Arachide,700,1
1340,Mais,600,1
1340,Mil,400,1
1341,Arachide,1200,3
1341,Mil,1600,4
1341,Niebe,60,0.400000006
1342,Niebe,240,2
1343,Arachide,2100,3
1343,Mais,200,0.5
1343,Mil,560,1.5
1343,Sorgho,50,1
1344,Arachide,1600,2
1344,Mil,560,1
1345,Arachide,400,0.5
1345,Fonio,250,0.5
1346,Arachide,800,5
1346,Mais,100,1
1346,Mil,500,2
1347,Riz,750,0.56190002
1348,Arachide,200,2.200000048
1348,Mil,350,2.200000048
1349,Arachide,1200,3
1349,Mais,600,2
1349,Mil,700,2
1350,Arachide,150,0.25
1350,Mais,250,1
1350,Mil,450,1.200000048
1351,Arachide,420,1
1351,Mil,530,1
1352,Arachide,630,0.959999979
1352,Mais,0,1.5
1352,Riz,3200,0.389999986
1353,Riz,2000,1
1354,Arachide,700,2
1354,Mais,100,1
1354,Mil,250,2
1354,Pasteque,4667,1
1355,Riz,100,0.5
1356,Arachide,0,2
1357,Arachide,2400,1.185099959
1357,Mais,9000,1.454599977
1357,Riz,90,0.163800001
1358,Arachide,150,2
1358,Niebe,200,2
1359,Arachide,350,1.5
1359,Mais,150,0.25
1359,Mil,230,0.5
1359,Riz,125,0.5
1359,Sorgho,575,1.5
1360,Mil,355,0.676500022
1361,Arachide,2000,3
1361,Mais,700,1
1361,Mil,1000,4
1362,Arachide,300,1
1362,Mil,600,1
1362,Niebe,60,1
1363,Arachide,0,0.5
1363,Mil,750,1.75
1363,Niebe,50,0.25
1364,Arachide,350,2
1364,Mais,824,2
1364,Riz,709,2
1365,Arachide,500,2
1365,Mais,158,1
1365,Mil,800,3
1366,Sorgho,550,1
1367,Arachide,400,5
1367,Mil,1200,4
1367,Niebe,130,1
1368,Arachide,1000,3
1368,Mil,300,2
1368,Niebe,300,3
1369,Mil,315,1
1370,Arachide,510,0.75
1370,Mais,460,0.75
1370,Mil,325,0.5
1370,Riz,150,0.5
1370,Sorgho,215,0.5
1371,Mais,127,0.800000012
1372,Arachide,800,2
1372,Mais,300,1
1372,Mil,200,1
1373,Arachide,400,1.5
1373,Mil,200,1
1373,Riz,100,0.5
1374,Arachide,100,0.5
1374,Niebe,60,0.850000024
1375,Niebe,200,0.170949996
1376,Arachide,350,0.5
1376,Mais,0,1
1377,Arachide,160,1.399999976
1377,Niebe,100,0.699999988
1378,Riz,1500,0.5
1379,Arachide,200,1
1379,Mil,100,2
1380,Arachide,1300,8
1380,Mil,1300,3
1380,Niebe,150,1
1381,Arachide,500,2
1381,Mil,400,2
1382,Arachide,1250,3.5
1382,Mais,550,2
1382,Sorgho,600,2.5
1383,Mil,500,3
1383,Niebe,2000,5
1384,Arachide,551,0.425999999
1384,Sorgho,360,1.822000027
1385,Mil,1250,1
1386,Arachide,250,1
1386,Mil,100,1
1386,Riz,1100,1
1387,Mil,2500,1
1388,Arachide,50,1
1388,Mais,300,1
1388,Mil,300,1
1389,Arachide,600,0.899999976
1389,Riz,81,0.100000001
1390,Arachide,1000,2
1390,Mil,1000,2
1391,Arachide,500,1
1391,Mil,600,1
1392,Mais,1500,4
1393,Arachide,300,3
1394,Arachide,300,4
1394,Mil,600,2
1395,Arachide,10,0.159999996
1395,Mil,300,2.5
1395,Niebe,10,0.07
1396,Arachide,2000,5
1396,Mil,900,8
1396,Niebe,200,2
1397,Arachide,100,1
1397,Mais,150,1
1398,Arachide,1000,8
1398,Mais,120,1
1398,Mil,100,2.5
1398,Niebe,200,0.5
1399,Arachide,1600,2.529200077
1399,Diakhatou,1500,0.683399975
1399,Mais,300,0.439300001
1399,Mil,700,1.293900013
1399,Riz,600,2.699399948
1400,Arachide,5000,7
1400,Mil,4980,6
1401,Manioc,350,0.5
1402,Arachide,10000,5
1402,Mais,10000,20
1402,Mil,3000,8
1403,Arachide,175,0.25
1403,Mais,375,0.5
1404,Arachide,600,1.5
1404,Mil,2000,1.5
1405,Mil,100,0.5
1405,Riz,900,1
1406,Arachide,1500,1
1406,Patate douce,3500,1
1407,Arachide,250,0.300000012
1407,Riz,513,0.449999988
1408,Arachide,50,1
1408,Mais,200,1
1408,Mil,50,1
1408,Niebe,100,1
1409,Arachide,546,1
1409,Mais,150,0.5
1409,Mil,376,1
1410,Arachide,400,1
1410,Mil,250,1.5
1410,Niebe,1200,3.200000048
1410,Pasteque,709,0.25
1411,Mais,1100,3
1411,Mil,1900,4
1411,Sorgho,400,1
1412,Arachide,4000,4
1412,Bissap,160,1
1412,Mais,200,2
1412,Mil,450,3
1413,Mais,300,2
1413,Mil,900,2
1414,Arachide,200,0.200000003
1414,Mil,500,0.600000024
1414,Niebe,30,0.100000001
1415,Arachide,360,1.5
1415,Mil,480,1.5
1416,Arachide,1000,3
1416,Mais,600,1
1416,Mil,1500,2
1417,Arachide,1400,3
1417,Mil,700,2
1417,Niebe,65,1
1418,Arachide,500,1.5
1418,Mais,1000,3
1418,Sorgho,700,3
1419,Arachide,1800,1.061100006
1419,Mais,0,1.128399968
1419,Riz,60,0.023700001
1419,Sorgho,206,0.604399979
1420,Arachide,4500,3
1420,Mil,1500,4
1420,Niebe,5000,3
1421,Arachide,50,1
1421,Mil,950,1
1421,Niebe,250,1
1421,Sesame,95,0.5
1422,Arachide,1200,0.5
1422,Mil,900,1
1422,Sesame,450,1.5
1423,Arachide,2000,3
1423,Mais,2900,4
1423,Sorgho,2200,3
1424,Arachide,150,0.800000012
1424,Mil,400,0.600000024
1425,Riz,3000,0.5
1426,Arachide,1900,2
1426,Mil,800,2
1427,Arachide,3000,10
1427,Mais,150,2
1427,Mil,1800,5
1427,Niebe,250,3
1428,Mil,200,0.800000012
1429,Arachide,400,7
1429,Mil,3750,12.5
1429,Niebe,20,0.5
1430,Arachide,300,2.5
1430,Niebe,250,2.5
1431,Arachide,1300,3
1431,Mais,200,2
1431,Mil,1500,4
1432,Arachide,200,3
1432,Mil,2500,5
1432,Niebe,980,1
1433,Arachide,1000,1
1433,Mais,100,1
1433,Riz,1000,1
1434,Arachide,1500,5
1434,Mais,1000,2
1434,Mil,3000,4
1435,Mais,200,1
1435,Mil,600,1
1436,Arachide,1050,1
1436,Mil,200,1
1437,Mais,740,1
1437,Riz,458,1
1438,Arachide,200,0.25
1438,Mais,300,0.5
1439,Riz,450,1
1440,Arachide,126,0.278979987
1440,Mais,2766,0.352789998
1440,Riz,1171,0.339430004
1441,Arachide,0,2
1441,Mil,0,1
1442,Arachide,500,3.5
1442,Mil,150,1.5
1443,Arachide,200,0.25
1443,Mais,100,0.25
1443,Mil,300,1
1444,Riz,150,0.5
1444,Sesame,150,1
1445,Arachide,300,3
1445,Mil,600,4
1445,Niebe,100,1
1446,Mil,250,0.368400007
1447,Arachide,100,1
1447,Mil,0,0.5
1448,Mil,780,3
1449,Arachide,381,0.25
1449,Mais,600,0.569999993
1449,Mil,800,1
1449,Sorgho,725,0.5
1450,Arachide,1500,3
1450,Mais,1100,3
1450,Riz,1950,3
1451,Arachide,200,0.899999976
1451,Mil,350,2
1451,Niebe,150,0.699999988
1452,Mais,50,0.349999994
1452,Riz,1050,0.5
1453,Arachide,200,1
1453,Mais,200,1
1453,Mil,300,1
1454,Arachide,350,1
1454,Mais,100,1
1454,Mil,300,1
1454,Sorgho,0,1
1455,Arachide,300,1
1455,Mil,800,1
1456,Arachide,4600,7.5
1456,Mais,120,1
1456,Mil,600,2
1456,Niebe,50,0.5
1457,Arachide,1659,5
1457,Sorgho,400,2
1458,Fonio,450,1.5
1458,Riz,1000,2
1459,Arachide,800,2
1459,Mil,800,2
1460,Arachide,1200,1.5
1460,Mais,500,2.5
1460,Mil,400,2
1461,Arachide,200,0.400000006
1461,Niebe,60,0.349999994
1461,Riz,600,1
1462,Mais,1100,1
1463,Arachide,3000,4.273799896
1464,Arachide,980,0.5
1464,Mais,3600,4
1465,Arachide,400,1.722800016
1465,Mil,300,1.007099986
1466,Mil,700,2
1466,Niebe,300,1
1467,Arachide,300,1
1467,Mil,1200,2
1467,Niebe,35,1
1468,Arachide,1000,2
1468,Mais,200,1
1468,Mil,400,2
1469,Arachide,300,1
1469,Mil,100,2
1470,Mais,1200,1.5
1471,Arachide,2750,2
1471,Mil,1200,2
1471,Riz,500,1
1472,Arachide,462,1.5
1472,Mil,257,1
1472,Sorgho,11,0.050000001
1473,Mais,150,1
1473,Riz,300,1
1474,Riz,150,0.25
1475,Arachide,3000,9.266500473
1475,Mais,300,0.59740001
1475,Mil,2000,2.1723001
1476,Arachide,450,1
1476,Mil,300,1.5
1477,Arachide,2000,2
1477,Mais,2250,4
1477,Mil,120,4
1477,Sorgho,160,2
1478,Riz,150,0.300000012
1479,Arachide,150,0.5
1479,Mil,330,2.859999895
1480,Arachide,100,1
1480,Niebe,200,1
1481,Riz,700,0.5
1481,Sorgho,600,0.5
1482,Arachide,550,0.25
1482,Mais,1400,1.75
1483,Riz,300,0.850000024
1484,Arachide,5000,2
1484,Mais,200,2
1484,Mil,200,2
1485,Mil,750,0.563199997
1485,Niebe,150,0.425000012
1486,Arachide,0,0.150000006
1487,Arachide,150,0.5
1488,Mais,500,0.800000012
1488,Sorgho,600,0.720000029
1489,Bissap,135,0.5
1490,Arachide,100,0.5
1490,Mil,1000,1.799999952
1490,Niebe,50,0.150000006
1491,Arachide,100,0.5
1491,Mil,250,1.5
1492,Arachide,950,4.5
1492,Mil,900,4.5
1493,Arachide,800,2
1493,Mil,4200,3
1493,Niebe,120,1
1493,Sorgho,100,0.5
1494,Mais,550,1.25
1494,Mil,400,0.75
1495,Arachide,700,0.75
1495,Mais,1850,1.5
1495,Sorgho,800,1
1496,Arachide,534,2
1496,Mil,400,2
1497,Arachide,200,1
1497,Mil,800,2
1497,Niebe,52,1
1497,Sorgho,700,1
1498,Arachide,2000,3
1498,Mais,1000,2
1498,Mil,1500,3
1499,Arachide,281,0.624189973
1500,Arachide,350,0.5
1500,Riz,900,1.5
1501,Arachide,150,2
1501,Riz,200,2
1501,Sorgho,300,3
1502,Arachide,2500,7
1502,Bissap,480,1
1502,Mais,500,2
1502,Mil,2000,6
1502,Sorgho,1500,5
1502,Sesame,350,1
1503,Arachide,500,3
1503,Gombo,150,1
1503,Mais,50,1
1503,Mil,100,1
1504,Mil,48,0.5
1506,Arachide,600,1
1506,Mais,350,2
1506,Riz,1000,2
1507,Arachide,1500,5
1507,Mil,400,4
1507,Niebe,150,2
1508,Mais,50,1
1508,Mil,100,1
1509,Arachide,50,1
1509,Mil,100,3
1510,Arachide,350,1
1510,Mil,700,1
1510,Niebe,80,1
1511,Arachide,1200,4
1511,Mil,3600,4
1511,Niebe,500,4
1512,Mais,2500,2
1512,Sorgho,2500,3
1513,Niebe,100,2
1514,Arachide,700,1.5
1514,Mil,400,2
1514,Niebe,400,1
1515,Arachide,1300,2
1515,Mais,1000,2
1515,Mil,3200,4
1515,Niebe,200,1
1516,Arachide,3000,2
1516,Mais,700,1
1516,Mil,1800,2
1517,Arachide,500,1
1517,Mil,1000,1
1518,Fonio,700,0.5
1518,Sorgho,1100,0.395999998
1519,Arachide,450,1.200000048
1519,Mil,400,1.799999952
1519,Niebe,120,0.800000012
1520,Arachide,200,1
1520,Mil,600,1
1521,Arachide,500,4.826000214
1521,Sorgho,260,4.826000214
1522,Riz,741,0.649999976
1523,Arachide,800,1
1523,Mais,50,0.200000003
1523,Mil,100,0.400000006
1523,Riz,200,0.300000012
1524,Arachide,100,1
1524,Mil,100,1
1524,Niebe,200,1
1525,Arachide,100,2.5
1525,Mil,500,6.5
1526,Arachide,1000,2
1526,Mais,100,2
1526,Mil,100,2
1526,Niebe,50,2
1527,Arachide,500,0.337599993
1527,Mil,200,0.282799989
1528,Mais,480,0.5
1528,Sorgho,600,1
1529,Arachide,945,1
1529,Sesame,135,1
1530,Arachide,2000,3
1530,Mil,1500,3
1531,Arachide,800,1
1531,Mais,120,0.5
1531,Mil,700,2
1532,Arachide,200,0.5
1532,Mil,875,2.5
1532,Niebe,75,0.5
1533,Arachide,100,1
1533,Mil,200,2
1533,Niebe,200,1.5
1534,Mais,60,0.5
1535,Bissap,158,0.699999988
1536,Manioc,275,0.279399991
1536,Mil,250,0.476200014
1537,Arachide,2000,0.29519999
1537,Mil,350,0.275200009
1538,Arachide,5000,5
1538,Mais,900,2
1538,Mil,2000,5
1539,Arachide,1500,2
1539,Mil,2600,3
1540,Aubergine,1000,0.25
1540,Concombre,700,0.25
1541,Arachide,2000,4
1542,Arachide,1000,3
1542,Mais,100,0.050000001
1542,Mil,1000,5
1543,Arachide,500,2
1543,Mil,350,3
1544,Arachide,300,1.074900031
1545,Riz,3500,0.469999999
1546,Arachide,2000,3
1546,Mais,800,1
1546,Mil,1500,3
1546,Pasteque,3000,1
1547,Riz,150,0.200000003
1548,Arachide,150,1.5
1548,Mil,200,1.5
1548,Niebe,80,1
1549,Mil,0,1
1549,Niebe,50,0.5
1550,Arachide,100,1
1550,Mil,1000,1
1551,Arachide,1200,2
1551,Mil,600,2
1551,Sorgho,100,1
1552,Arachide,500,1
1552,Mil,400,1.25
1553,Arachide,27000,4
1553,Mil,500,1.5
1554,Arachide,2000,4
1554,Mais,800,1
1555,Arachide,6000,12
1555,Mais,4500,10
1555,Mil,2000,5
1555,Sorgho,2000,5
1555,Sesame,800,3
1556,Arachide,550,1
1556,Fonio,450,1
1557,Arachide,5000,8
1557,Mais,300,2
1557,Mil,1200,3
1557,Sorgho,400,2
1558,Arachide,2000,8
1558,Mil,3000,6
1559,Arachide,400,0.5
1559,Fonio,150,0.25
1559,Mais,300,0.25
1560,Arachide,2500,5
1560,Niebe,400,2
1561,Arachide,150,1
1561,Riz,510,0.5
1561,Sesame,350,0.5
1562,Arachide,1000,5
1562,Mil,300,3
1563,Mil,200,2
1563,Sesame,90,1
1564,Mais,250,1
1564,Riz,500,0.25
1565,Arachide,400,1
1565,Mil,800,1
1566,Arachide,2000,1
1566,Mais,1000,1
1566,Mil,3000,2
1566,Niebe,800,1
1566,Sorgho,1000,1
1567,Arachide,1250,1
1567,Mil,2200,4
1567,Niebe,40,0.5
1568,Arachide,1100,2.5
1568,Mais,300,1.5
1568,Mil,800,2
1568,Niebe,100,1.5
1568,Pasteque,400,1.5
1568,Sorgho,1000,2
1569,Niebe,0,0.300000012
1570,Niebe,159,1
1571,Arachide,0,2
1571,Mil,100,1
1571,Niebe,600,2
1572,Mais,25,0.140000001
1573,Arachide,500,0.75
1573,Mil,125,1.25
1574,Arachide,450,0.5
1574,Mais,2200,1
1574,Riz,500,0.25
1575,Arachide,150,0.25
1575,Mais,300,1
1576,Concombre,700,0.300000012
1577,Arachide,4000,5
1577,Mais,700,1
1577,Mil,80,1
1578,Mil,1200,1
1578,Riz,2500,1
1579,Arachide,1100,1
1579,Mais,2400,2
1579,Sorgho,2300,2
1580,Arachide,600,2
1580,Mil,600,2
1580,Niebe,35,0.5
1581,Arachide,1400,2
1581,Mais,100,1
1581,Mil,300,1
1581,Pasteque,2000,1
1581,Sorgho,0,1
1582,Arachide,400,1
1582,Mil,600,2
1582,Sorgho,400,1
1583,Arachide,400,1
1583,Mil,900,2
1583,Niebe,70,0.5
1583,Sorgho,90,0.5
1584,Gombo,3500,0.5
1584,Riz,4400,0.5
1585,Arachide,100,3
1585,Bissap,638,3
1585,Mais,1338,3
1585,Mil,500,3
1585,Niebe,285,3
1586,Arachide,1750,2
1586,Mais,875,1
1587,Arachide,1800,3
1587,Mil,400,1
1588,Arachide,1150,2
1588,Mais,2150,2
1589,Riz,3,0.0027
1590,Mais,700,1
1590,Mil,400,1
1591,Mais,850,2
1591,Mil,1800,2.5
1592,Niebe,140,0.5
1593,Bissap,2100,1.5
1593,Mil,210,1
1594,Sorgho,200,0.75
1595,Arachide,4000,3
1595,Mais,3500,4
1595,Mil,1350,1
1595,Sorgho,950,1
1596,Arachide,300,0.5
1596,Mil,1500,3
1597,Arachide,1800,4
1597,Mais,250,0.5
1597,Mil,1500,4
1598,Niebe,360,1
1599,Arachide,675,1
1599,Mais,1150,0.75
1599,Sorgho,650,1
1600,Riz,18000,3.299999952
1601,Arachide,800,1
1601,Mais,2000,1
1602,Arachide,500,2
1602,Mais,200,1
1602,Mil,50,2
1603,Riz,600,1
1604,Arachide,0,1.5
1604,Mil,300,3
1604,Niebe,100,0.5
1605,Arachide,1500,4
1605,Mil,1200,5
1606,Arachide,2000,3
1606,Mil,400,1
1606,Sorgho,300,1
1607,Arachide,1500,3
1607,Mais,200,1
1607,Mil,700,2
1608,Mil,400,0.649999976
1609,Arachide,2580,3
1609,Mil,2300,3
1609,Sorgho,570,2
1610,Bissap,100,2
1610,Mais,200,2
1610,Mil,200,2
1610,Niebe,150,2
1611,Arachide,1300,2
1611,Niebe,0,1
1612,Arachide,1500,3
1612,Mais,750,2.5
1612,Mil,800,2.5
1613,Arachide,850,1
1613,Mais,1600,2.5
1613,Mil,960,1.5
1613,Riz,700,1
1614,Arachide,240,2
1614,Mil,250,1
1615,Arachide,1650,1.200000048
1615,Mais,60,1.070000052
1615,Riz,200,0.600000024
1616,Riz,100,0.200000003
1617,Mil,200,0.5
1617,Niebe,60,0.5
1618,Mais,200,0.25
1618,Mil,200,1.200000048
1619,Niebe,500,3
1620,Arachide,600,3
1620,Mil,1000,5
1621,Bissap,450,1
1622,Arachide,250,1
1622,Mil,500,2
1623,Arachide,50,1
1624,Manioc,280,0.200000003
1626,Mais,35,1
1626,Mil,80,2
1626,Sorgho,49,1
1626,Sesame,50,1
1627,Mais,875,3
1627,Mil,550,2
1628,Mais,500,1.404299974
1629,Mil,1500,3.5
1629,Sorgho,1200,3
1630,Arachide,4000,7.5
1630,Niebe,2300,14.5
1631,Arachide,300,1
1631,Mil,800,2
1632,Arachide,350,1
1632,Mais,0,1
1632,Riz,355,1
1633,Mil,500,4.5
1633,Niebe,200,1.5
1634,Arachide,50,1
1634,Mil,500,1.5
1634,Niebe,50,1
1635,Arachide,50,1.5
1635,Mil,800,3
1635,Niebe,60,0.5
1636,Arachide,200,1
1636,Niebe,20,0.5
1637,Arachide,4000,9
1637,Mais,446,1
1637,Mil,1000,15
1638,Arachide,15,0.5
1638,Mil,850,0.5
1639,Arachide,1500,1.5
1639,Mil,300,0.5
1639,Riz,2500,1
1640,Mais,450,1
1640,Mil,150,1.5
1640,Riz,860,0.899999976
1641,Arachide,770,1.25
1641,Mais,850,1.25
1641,Sorgho,420,0.75
1642,Arachide,50,1
1642,Mil,50,2
1642,Niebe,30,1
1643,Arachide,250,0.150000006
1643,Mais,750,0.439999998
1644,Arachide,1050,1
1644,Mais,2500,1.5
1645,Arachide,1500,3
1645,Mil,1000,2
1646,Arachide,150,1
1646,Mil,100,1
1647,Riz,700,0.752499998
1648,Arachide,1600,3
1648,Mais,1600,2
1648,Mil,15000,4
1649,Arachide,200,1.649999976
1649,Riz,684,0.600000024
1650,Arachide,75,2
1650,Mil,600,2
1650,Niebe,100,0.25
1651,Arachide,1000,3
1651,Mais,100,0.5
1651,Mil,500,2
1651,Sorgho,50,0.5
1652,Mais,150,0.25
1652,Mil,200,0.5
1653,Arachide,2000,5
1653,Mais,1000,3
1653,Mil,1000,3
1653,Sorgho,800,2
1653,Sesame,500,1
1654,Arachide,1000,4
1654,Mil,1200,3
1655,Arachide,400,1.100000024
1655,Mil,1000,1.899999976
1656,Arachide,263,2
1656,Mil,1115,1
1656,Niebe,350,1
1656,Pasteque,3200,1
1657,Niebe,30,0.5
1658,Arachide,60,1
1658,Mil,700,2
1659,Arachide,1400,2
1659,Mil,600,1
1659,Riz,500,1
1660,Arachide,650,1
1660,Bissap,85,1
1660,Mil,650,1.5
1661,Arachide,600,1.5
1661,Manioc,4000,1
1661,Mil,1000,1.5
1662,Arachide,2500,3
1662,Mais,1550,1
1662,Mil,950,2
1663,Niebe,300,0.699999988
1664,Arachide,50,2
1664,Mil,500,6
1664,Niebe,50,0.5
1665,Mil,1500,4
1666,Sorgho,368,0.479999989
1667,Riz,50,0.025
1667,Sorgho,12,0.229100004
1668,Arachide,600,0.706200004
1668,Mil,300,0.211700007
1669,Arachide,300,2
1669,Mil,250,2
1670,Arachide,400,1
1670,Mil,300,2
1671,Arachide,2500,4
1671,Aubergine,1900,1
1671,Mais,800,1
1671,Mil,1000,2
1672,Mais,400,0.5
1672,Riz,700,0.75
