villages,id_men,taille_menage,age,nbre_heure_travail
Brandoufary,3424,19,62,42
Santhie galgnie,3425,6,70,70
Darou Ndiaye,3426,7,28,52
Keur Aly Samba,3427,10,57,-99
Ndianda,3428,8,66,49
Kounghany,3429,4,78,49
1,3430,13,43,-99
Thiawene,3431,7,47,60
Fass ndiayene,3432,15,50,49
Sambagar,3433,5,35,72
Gouye ndock,3434,4,59,56
Bantakhocouta,3435,8,50,42
Yerimale,3436,8,47,5
Tourime,3437,3,35,87
Diegoune,3438,10,74,-99
Diandioly,3439,5,52,21
THIOUBALEL,3440,8,55,20
NDiap Ndale,3441,22,89,-99
Ndiambour 1,3442,8,28,-99
Labe thierno,3443,5,55,35
Arafa,3444,9,52,-99
3,3445,21,67,21
Wentenkou,3446,9,45,42
Koussanar Escale,3447,17,70,30
Velingara ndialal,3448,5,50,49
Fongolimbi,3449,7,50,30
Mansadala,3450,8,43,55
Mbardiack,3451,4,50,54
Ndimb Birane,3452,9,37,48
Maka fall,3453,3,75,40
Medina,3454,15,60,25
Yene  Todd,3455,6,73,56
Touba  mboul,3456,30,84,36
Thiamene ousmane,3457,15,61,42
Bely Taty,3458,15,44,56
Yadiana,3459,15,78,10
Sare sama,3460,8,52,70
KOUNAYAN,3461,5,47,56
Ebarack,3462,7,32,24
Yerimale,3463,9,52,6
Sangharé,3464,6,57,26
Sanghaï,3465,10,48,7
Tivaouane peulh,3466,10,62,48
Ndienghene malobe,3467,8,43,75
Djimbala Wenerou,3468,8,50,56
Kafate,3469,10,57,-99
1,3470,16,38,-99
Cabrousse mossor,3471,6,46,50
Kiniabour 2,3472,9,43,35
Ghamoune,3473,19,49,49
Touba Niane,3474,15,77,-99
Goundaga Assane,3475,6,30,41
Khourou loumby,3476,10,35,54
Boudy sakho,3477,3,78,0
Yellingara,3478,7,63,63
Koussanar Soce,3479,15,76,0
Médina gounass,3480,18,47,30
Pethe Ouarack,3481,11,61,63
Badioula,3482,5,47,7
Toubambayar,3483,8,60,48
Niobel,3484,9,53,48
Kafountine,3485,14,30,25
Beud forage,3486,14,45,54
Seno Palel,3487,14,42,5
Gatte ngaraffe2,3488,9,46,70
Diattacounda 2,3489,10,66,23
Kabdou,3490,6,45,35
Diagle,3491,3,65,-99
Athiou thiambene,3492,12,32,-99
Nema ba,3493,8,60,42
darou minam,3494,7,46,40
Sare samba cisse,3495,7,65,50
Mabo,3496,12,56,49
Darou cisse,3497,4,72,90
Temento,3498,8,62,45
Niague,3499,15,92,40
Thor,3500,13,74,-99
Ronkh,3501,10,49,35
Thiarene,3502,15,71,1
Ngougouss,3503,8,64,54
Yamane,3504,10,42,30
Ndime korki,3505,8,60,49
Mbacke Ndiock,3506,14,52,56
Ndioral Diambaye,3507,10,68,20
Kaba,3508,7,50,49
Nabadji,3509,13,66,14
Sare Guiro  yoba,3510,11,35,14
Mbeuleup,3511,17,48,56
Sare samber,3512,10,45,42
Kathiote,3513,3,60,8
Médina degouye,3514,15,34,56
Sanoufili,3515,3,65,40
Sedo,3516,18,68,1
Ndoka,3517,5,57,56
Bouyouye,3518,3,76,45
Tivaouane peulh,3519,12,47,56
BLOC VILLAGE,3520,5,39,42
Coura mouride,3521,6,26,49
Mbalamsone,3522,26,60,63
Edioungou,3523,4,73,28
Missira demba,3524,8,35,49
Leona,3525,12,73,9
Keur mbaye ngom,3526,6,60,56
Kéracounda,3527,6,65,6
Cadjinolle Hassouka,3528,9,43,48
Mbacke mbayar,3529,20,62,-99
Oudalaye,3530,12,40,56
Diass,3531,9,56,48
Edioungou,3532,4,56,48
Darou cisse,3533,13,77,40
Thiankhé Peulh,3534,20,82,2
Nguethie,3535,13,35,42
Ndiette,3536,8,50,32
Mampatim,3537,5,29,52
Sougoufara  Pathe,3538,14,59,43
Niagnar,3539,9,45,70
Porane Peulh,3540,7,78,56
Diama thieune,3541,5,63,35
Pakala mbayene,3542,11,39,80
Bantang countou,3543,8,67,35
Marsassoume Santo,3544,7,59,42
Mlomp Djicomol,3545,5,38,30
Diegoune,3546,11,70,-99
Sambagar,3547,7,30,72
Mbancouma,3548,8,42,40
Thiamene,3549,8,66,0
Touba  sam,3550,9,47,49
Diagnoum,3551,8,43,54
siwal,3552,13,36,40
Ngar de Gueth Ardo,3553,4,60,63
Badiangara Moussa,3554,10,39,77
Diama Gadio,3555,11,55,28
1,3556,12,52,-99
Guediane,3557,8,80,21
AFE  Diop,3558,11,59,56
Keur guor diouf,3559,11,40,75
Agnack petit,3560,10,52,60
Farabato,3561,12,58,63
Kathiote,3562,4,82,42
Farabato,3563,14,79,-99
Bourg faye Bainouck,3564,14,52,36
Sorocogne,3565,11,32,48
Béllé,3566,9,38,8
Yene kaw,3567,21,71,38
Tisse,3568,5,58,-99
Sare  Ell  hadji sory,3569,22,67,14
Sare el hadji  sory,3570,8,66,12
Tawfekh khey ga,3571,15,73,36
Darou,3572,6,41,40
Goundiourou,3573,4,47,3
Cabrousse nialou,3574,6,59,45
Diandioly,3575,5,50,14
Darou pakathiar,3576,14,53,70
Mballo counda,3577,15,66,35
Médina Sabakh,3578,10,60,35
Arafa,3579,6,51,-99
Mbilor,3580,6,48,60
Sangharé,3581,6,27,29
Dimboli,3582,9,50,6
Ndiebel,3583,17,25,46
Baligua,3584,6,52,48
Teup dal,3585,3,35,30
Ngap(peulga),3586,4,72,36
Kabiline 2,3587,14,65,20
Medina Hanecounda,3588,5,56,7
Kouyre,3589,9,69,63
wendou,3590,6,52,40
Médina Bouli,3591,28,66,56
Tobor,3592,8,63,8
Diadie samoura,3593,5,57,28
Satte,3594,9,42,48
Temento Ely,3595,10,50,49
Ndouf,3596,3,60,24
Sare moussa loum,3597,9,65,1
Faranding,3598,3,34,49
Mbanany,3599,5,51,51
Ting ting kom,3600,6,64,45
Ndiedieng,3601,15,40,70
1,3602,5,68,42
Dianoye,3603,3,50,49
Agnack  Petit,3604,6,32,35
siwal,3605,14,82,0
Mbissis dia seck,3606,8,50,54
Touba kanel,3607,3,40,35
Ngadiaga,3608,9,40,42
Kewre,3609,14,55,36
Niangheme,3610,8,60,63
Mbissis dia,3611,4,38,56
Lambock 2,3612,9,38,8
Camara,3613,13,30,48
Koussanar Soce,3614,9,60,42
Afia Thiabecare,3615,9,45,42
Baitite,3616,10,50,35
Sare Yoba  Mballo,3617,14,52,20
NDEUR,3618,6,41,48
Kaguit,3619,9,52,36
2,3620,13,40,48
Touba bantan gnima,3621,8,55,72
Sare Mbana,3622,7,53,62
Porokhane peulh,3623,25,30,56
Koumpeul Wolof,3624,8,32,70
Mayor,3625,7,63,6
Mbowene,3626,13,46,56
Ndiarga lambaye,3627,14,86,0
NOTTO  GOUYE  DIAMA,3628,8,65,42
Mengueye,3629,6,64,56
Sinthiou Polel,3630,7,70,8
Mbatar diop,3631,7,43,40
FatyCounda,3632,8,42,60
Darou salam typ,3633,6,60,25
Méo diobéne,3634,15,60,50
Ghamoune,3635,9,50,49
Santhie goudaguene,3636,11,60,56
Baitydiodione,3637,6,55,48
Ghamoune,3638,10,57,35
Sendebou,3639,10,52,4
Sakhaw,3640,12,34,35
Touba,3641,9,50,56
Botou,3642,10,43,60
FADAM,3643,15,57,70
THIENDIENG,3644,10,30,48
Bak Bak,3645,7,36,25
Marsassoume Santo,3646,11,60,2
Sare bacary,3647,7,52,49
Santandiang,3648,7,86,0
BLOC VILLAGE,3649,5,45,40
Briou,3650,6,48,6
Gueyegueye,3651,3,21,-99
Sinthiou ifra,3652,8,51,56
Koungheulsoce,3653,12,35,56
Thioyene,3654,7,35,42
Mbambey,3655,11,51,-99
Médinatou salam,3656,4,32,55
Leur gane,3657,8,60,30
Ndianda,3658,8,60,56
Gainage Mbar,3659,6,47,54
Djidadji balante,3660,6,54,7
Médina gounass,3661,37,74,12
Mbar keur kao,3662,8,63,40
Kaguitte,3663,8,41,37
Nguelou bindive,3664,8,45,56
Bamba  mamadou,3665,12,50,60
Seno Palel,3666,11,60,5
Ngadiary,3667,4,30,49
Djiragone,3668,3,43,6
Nguidile,3669,6,55,35
Poundioum,3670,9,47,56
Missirah,3671,12,76,0
Darou Ndiaye,3672,9,63,52
Yene,3673,11,77,-99
Keur Aly Samba,3674,15,65,56
Koulandiang,3675,7,53,25
Thicky serere,3676,8,66,-99
Yafera,3677,6,69,80
Malicounda wolof,3678,18,60,63
Mabo,3679,9,55,56
Mbancouma,3680,4,40,56
Adeane,3681,20,37,56
Mbame  serere,3682,27,57,40
Mamakhono,3683,6,49,30
Gad pangar,3684,14,58,90
Niangheme,3685,11,42,63
Ouro sidy,3686,13,81,0
Ndime korki,3687,13,39,56
Sagatta,3688,8,52,50
Touba Sam,3689,17,60,42
Back Back,3690,6,60,3
Wardiakhal,3691,10,79,-99
Touba mboul,3692,21,80,84
Fanda,3693,12,52,28
Mbayene   diack,3694,16,51,35
Ndiayene,3695,24,72,35
Wallangkingui,3696,3,21,-99
TAMBANABA,3697,5,37,42
Keur seyni,3698,5,50,60
Sinthiou Maleme,3699,15,50,42
Fanda,3700,29,38,56
Idamouride,3701,15,82,-99
Darou ndiawene,3702,13,42,49
Keur Lahine Sakho,3703,23,59,49
Hamdallaye peulh,3704,14,45,48
Diass,3705,13,60,38
Ndiamalathel,3706,6,54,7
Golmy,3707,7,42,70
Boulal,3708,6,59,49
Velingara woulou,3709,20,38,56
Cabrousse mossor,3710,5,33,55
Lahi,3711,7,70,28
Campement,3712,8,49,8
Porokhane,3713,18,40,63
Mandina  balante 2,3714,8,51,40
Thionokh sangue,3715,5,32,49
Sinthiang Samba Coulibali,3716,3,41,72
Sindone,3717,34,64,45
Depre gallo,3718,13,70,0
Lagard pokh,3719,7,26,40
Sanacounda,3720,6,42,55
Douba,3721,20,41,6
Ndimb Taba,3722,14,27,48
Mbary,3723,8,72,63
Gawane,3724,27,81,0
Gorom,3725,14,73,40
Eganga,3726,9,40,6
Mbalamsone,3727,16,66,63
Nenefecha,3728,10,61,42
Keur   Yoro    Soumbou,3729,12,40,56
Badiana,3730,5,69,46
Ronkh,3731,9,59,42
Gethie,3732,5,48,87
Agnack grand,3733,6,58,28
Gouygui,3734,8,49,30
Médina kanene,3735,13,30,49
Diegoune,3736,13,70,63
Diayman,3737,8,48,9
Koulandiang,3738,15,49,25
Tawfekh khayga,3739,10,70,-99
Lakhar,3740,6,49,-99
Kamoya,3741,7,51,35
Lansar,3742,10,76,0
Gassane ndawene,3743,11,45,35
Nguarigne,3744,7,76,0
Ourourbe,3745,6,53,50
Inna,3746,11,68,20
Thylla,3747,22,62,9
Khadji,3748,15,59,45
Hafia Mbemba,3749,13,54,21
Ndirene,3750,11,71,-99
Diegoune,3751,4,61,70
Guereo,3752,9,32,35
Mballo counda,3753,12,26,50
Thiere   fall,3754,10,66,40
Saly toro,3755,17,45,56
Cabrousse nialou,3756,4,54,50
Bambilor,3757,9,55,56
Mousladji,3758,3,83,0
Missirah,3759,10,70,10
Ngayene,3760,16,53,45
Sinthiou Maleme,3761,15,59,42
Nabadji civol,3762,13,50,28
6Kawel,3763,10,40,24
Pambal  amar,3764,8,55,36
Dayfa,3765,13,77,15
Keursrignedie bel,3766,11,42,56
Sinthiang Koundara,3767,10,30,42
Wassadou,3768,10,40,40
Kevoye,3769,11,33,58
Belal djiga,3770,7,45,56
Sare Sambre,3771,6,50,49
Tuabou,3772,6,59,78
Touba mboul,3773,5,60,42
NDIAKHATE GATEGNE,3774,8,65,36
Ibel,3775,20,75,42
Ndieyene sirakh,3776,11,74,48
Colobane,3777,9,70,8
Sare boure ramatoulaye,3778,12,35,56
Touba  Linguere,3779,18,71,70
Briou,3780,7,47,6
Keur omar santhie,3781,10,65,42
Dar Salam,3782,8,57,8
Koudy,3783,5,50,35
Thiarene,3784,7,55,20
Keur Lahine Sakho,3785,10,58,49
Maka    fall,3786,12,58,30
Sam Sam - Santhiaba Ouoloff,3787,9,37,35
KASSAS,3788,7,50,70
Kaba,3789,13,60,49
Gagnick khodjil,3790,7,71,-99
WORDE,3791,10,52,35
Y a Diana extention,3792,10,50,54
Coura Ndiocrane,3793,7,56,49
FASSE DIAE,3794,13,46,70
Beud forage,3795,5,67,90
Eganga,3796,3,47,8
Keur Soce,3797,18,46,63
Thiola,3798,14,60,-99
Thilmakha,3799,8,46,60
Thiankou mbouro,3800,8,58,3
Rao wouro,3801,4,57,56
Terokh,3802,3,80,0
Gaye paradji,3803,8,50,42
Sinthiou bal,3804,7,30,48
Lougoul,3805,11,35,36
Tivaouane peulh,3806,10,47,54
Niakhar,3807,5,71,-99
Chicogne,3808,15,61,56
Néma Dianfo,3809,9,57,70
Faraba,3810,14,59,77
Sare Mbana,3811,5,42,63
Lesfalo,3812,7,67,30
Yetty khaye,3813,10,52,49
Nimeneké,3814,13,35,42
Agnack grand,3815,8,62,28
Golonde,3816,15,65,20
1,3817,17,63,-99
Sam Sam - Santhiaba  Ouoloff,3818,10,75,40
NDANKH SENE,3819,7,40,48
TEROKH,3820,8,68,20
Ndangalma,3821,14,70,35
Cagnout Ebrouaye,3822,10,56,0
Santhie    Sambou,3823,10,40,56
Thione,3824,3,55,8
Mboyo,3825,15,57,56
Diamaguene,3826,8,46,46
Koundioundou,3827,13,52,-99
Ndianda,3828,9,50,63
BLOC,3829,5,44,40
Tirgel,3830,7,45,6
Cabrousse mossor,3831,6,53,50
Douta,3832,5,54,14
Dialaka,3833,13,49,35
Dakately,3834,22,64,56
Thiempeng,3835,21,64,8
Ndjigal,3836,6,50,40
Bantakountou,3837,15,51,60
Keur sidate,3838,16,52,-99
Kandji,3839,9,70,32
Lakhar,3840,5,30,32
Fass ndiayene,3841,8,35,49
La mbaye keur amine,3842,10,45,7
Ibel,3843,4,66,35
Porane'Lathie,3844,10,52,56
Thielly,3845,7,45,60
Pouniar (pato),3846,32,55,36
Bahe,3847,5,56,-99
Teup dall,3848,13,70,-99
Bakou,3849,9,43,70
Nioro alassane tall,3850,5,65,35
Ethiolo,3851,13,29,25
PATHE GALLO,3852,8,60,10
Darou salam 2,3853,1,56,30
Sabré loumbi,3854,5,33,49
Lewe Nguenar,3855,9,57,28
Yari Gouye,3856,18,63,28
Paylar,3857,8,30,54
Keur yoro,3858,6,46,-99
Kanene kane,3859,10,65,54
Banane,3860,8,45,30
Missira ngandior,3861,18,45,35
KOUNAYAN,3862,5,42,48
Gorom3,3863,15,67,42
Marina ndiaye,3864,10,50,56
Kountada,3865,22,26,42
Fadial serrere,3866,6,41,56
Thonokh,3867,8,65,49
Mboudaye,3868,6,93,0
Afia Bacary,3869,5,42,49
Thiankhe,3870,8,66,5
Selety,3871,7,53,20
Bagnomba,3872,13,58,42
Thielle  patieme,3873,7,70,8
Bounfassow,3874,12,45,48
MÉDINA BOCAR SY,3875,23,45,50
Baline,3876,10,50,75
Faradianto,3877,4,49,40
KOUNAYAN,3878,6,45,42
mbabanene,3879,15,60,40
Ndialigue,3880,7,40,-99
Lislam,3881,5,60,14
1,3882,6,43,-99
Oudoucar,3883,10,59,56
Médina Mbayene,3884,8,70,-99
SAME gueyene,3885,11,60,-99
Sare boyly,3886,9,65,48
Lambock 1,3887,6,75,7
Ndiamalathel,3888,7,60,6
Londior,3889,11,68,0
Kollo,3890,15,37,14
Cabrousse mossor,3891,3,44,50
Diaroume,3892,8,35,3
Diala konate,3893,4,50,42
Ndiongue fall,3894,18,60,35
Dahra,3895,2,50,6
Mbekhelul,3896,5,47,56
Naida,3897,6,50,40
Pelele Kindessa,3898,10,44,42
Koumpeul Wolof,3899,14,50,5
Nayssia,3900,8,70,-99
FAOUNE,3901,18,65,45
Sinthiang Samba Coulibali,3902,6,39,72
Diao  counda,3903,14,58,15
Rao wouro,3904,8,40,48
Ballou,3905,8,40,77
Darou pakala,3906,13,70,63
Ballou,3907,4,86,0
Barsafo,3908,20,29,60
THIENEL SAKHOBE,3909,11,68,15
Gagnick khodjil,3910,11,35,70
Mbary,3911,13,68,49
Mbarigo,3912,6,53,56
Ngangounné,3913,16,48,35
Dendeye,3914,15,52,40
Nemadiaour,3915,11,53,28
Ndiao Bambaly,3916,9,54,56
Kewre,3917,14,56,30
Ndiagne kahone,3918,7,40,7
Keur samba gueye,3919,12,50,42
Sare  el hadji sory,3920,12,50,14
Guer,3921,8,42,70
Thiaba,3922,13,80,-99
Kantar diagne,3923,6,40,54
Danthiady,3924,7,43,28
Thiola,3925,14,42,49
Kiniabour 2,3926,8,49,55
Bamba mamadou,3927,4,32,60
Djibayalla,3928,8,37,45
Darou  salam 2,3929,1,42,-99
Kamadou,3930,8,36,35
Pelel  kendessa,3931,5,35,42
AFE Diop,3932,6,52,56
Saradiou,3933,12,52,49
Boukhou,3934,12,72,21
Ndiarno ricadji 1,3935,17,86,-99
Mbary,3936,17,70,70
Dar Salam,3937,10,50,6
Tivaouane peulh,3938,13,73,28
BELLY THIOVY,3939,8,68,10
Soumenane,3940,7,30,15
Gueyegueye,3941,7,50,56
Ngoyé  ndoffongor,3942,11,79,54
ngaba,3943,9,32,40
NDIAWE (DIEWALE ),3944,10,27,54
Ndoffane,3945,15,35,63
Médina,3946,5,62,-99
Oudalaye,3947,6,50,49
Ngadiaga,3948,7,42,-99
Sinthiang demba,3949,13,38,56
Kounkousou,3950,7,35,8
Ainoumane,3951,13,47,70
Mlomp Djicomol,3952,3,48,48
Nguer,3953,21,70,70
Bantankiling Soucouta,3954,13,52,48
Kayemor,3955,15,66,20
Lesfalo,3956,8,33,35
Daga youdougne,3957,12,63,91
Bikama,3958,8,56,46
Polel Diaobe,3959,7,80,8
Médina ndrame,3960,6,63,-99
Makhanna,3961,5,43,25
Sinthiang Samba Coulibali,3962,8,54,70
DIAMA  THIENE,3963,7,50,42
Bourofaye Bainounck,3964,8,38,36
Kanel,3965,7,48,6
MÉDINA BOCAR SY,3966,8,49,50
Doumga Ouro Alpha,3967,4,66,21
Koulandiang,3968,10,36,25
Pouniar,3969,8,65,48
Ainoumane medina,3970,5,45,-99
Ngadiaga,3971,9,40,42
Taiba niassene,3972,11,40,74
Roundal sakhal,3973,9,42,6
Keur Sarokhy,3974,17,28,49
Keur medoune mbaye,3975,10,37,42
Sanacounda,3976,4,68,55
Niankitte,3977,9,38,49
Seno wolof,3978,12,55,70
Dioly mbandakhe,3979,6,37,60
DIOKOUL,3980,5,32,-99
Niassene Manding,3981,8,54,49
Keur diegane,3982,14,45,63
Barri peulh,3983,11,35,6
Bambaly,3984,32,55,56
Wack ngouna,3985,8,44,42
Dioa counda,3986,8,57,12
Belele,3987,7,65,48
Sinthiou Maleme,3988,22,49,42
Koumpeul,3989,6,60,72
Woulidy,3990,2,30,49
Madina diakha,3991,5,53,49
Darou matar  (keur matar fatou),3992,20,57,50
Koleylogne,3993,12,62,10
Poultock,3994,13,60,40
Kawel,3995,9,59,14
Diao counda,3996,10,51,14
Gantour,3997,7,60,56
Ndiayene,3998,17,61,-99
Dialocouba,3999,6,51,42
Sinthiou  Dieka,4000,18,49,60
Payckoup serrere,4001,4,54,45
Arafa,4002,7,37,-99
Thiangaye,4003,11,36,90
Tobor,4004,6,61,5
Guinth peulh,4005,8,35,70
Mbardiack,4006,8,50,54
Lat mbissine daro mango,4007,9,41,49
Sinthiou polel,4008,7,28,6
Bary Peulh,4009,3,68,56
Sare  mougna,4010,13,66,12
Thysse  Keur Mandongo,4011,20,50,49
Lougoul,4012,10,45,40
Agnack petit,4013,10,80,-99
Baila,4014,6,45,35
Missirah boyéne,4015,9,75,50
Bode,4016,5,43,42
Santhie Ngueth,4017,11,45,56
Touba  Linguère,4018,9,40,45
Nguewar,4019,5,47,60
Keur magueye,4020,8,40,36
Bagana,4021,7,35,56
Thiarene,4022,11,53,32
Badiana,4023,9,53,56
Bantacocouta,4024,11,57,42
Maka baragueye,4025,10,52,72
Bissary,4026,6,39,40
Gadiack,4027,6,40,48
Paylar,4028,6,62,45
Parassel,4029,8,49,4
Tourime,4030,5,75,77
Maka   fall,4031,10,60,30
Niaguis,4032,6,54,56
Riade,4033,7,60,6
Nguith,4034,8,65,56
Ngélogal darou Minam,4035,7,51,63
TEROKH,4036,8,75,20
Ainoumane,4037,14,50,49
Ngoloum,4038,10,55,62
Lislam,4039,13,50,35
Horndoldé,4040,25,58,5
Horndoldé,4041,10,56,8
Sare ngaye,4042,15,35,-99
Bahe,4043,8,69,-99
Guediane,4044,7,60,56
Bantakountou,4045,8,43,68
Lamsing,4046,5,80,6
Ndimb Taba,4047,18,65,48
Ndoye ouolof,4048,6,52,42
Bahe,4049,10,45,-99
Sa réponse Sam niagha,4050,19,38,50
Payoma,4051,6,25,48
Agnack grand,4052,8,70,28
Ourourbe,4053,5,55,54
Madina diakha,4054,7,59,35
Bambilor,4055,7,59,56
Maka fass,4056,15,63,75
1,4057,10,37,56
Darou Rahmane (Ngouck Diama ),4058,24,45,56
Bode,4059,7,47,42
Danthiady,4060,13,40,25
Baidy ndiodione,4061,6,90,0
Bagana,4062,10,40,56
Korki bambara,4063,5,42,63
Mamarone,4064,10,45,42
Ndiarga lambaye (ndiagne),4065,15,62,24
Kouyre,4066,7,71,27
Diambéye,4067,5,55,10
Mereto,4068,10,45,28
Balledji,4069,8,44,4
Ourour sinthiou,4070,6,45,8
Thilmakha,4071,9,67,70
Mayor,4072,7,54,7
Gap,4073,9,41,36
Bambarayading,4074,5,57,36
Ndiedieng1,4075,5,61,70
Darou salam 2,4076,1,45,42
1,4077,10,60,42
Silane,4078,8,71,-99
Medina Meta (Sare Meta),4079,7,50,48
Touba,4080,23,46,56
Diorene,4081,19,76,75
Ndiobene Ndeme,4082,10,61,63
TALAKH,4083,7,59,48
Médina  kanene,4084,13,30,49
Payoma,4085,9,25,48
Kafoul,4086,4,30,30
Notto gouye diama,4087,7,55,35
Ndiague,4088,20,67,16
Tawafall,4089,13,70,32
Risso,4090,6,68,-99
Kolia,4091,8,58,14
KEBE THILLA,4092,21,79,56
Bantanghedji djida,4093,10,52,40
Bode,4094,5,41,42
Hamdallaye mamadou,4095,8,40,70
Guereo,4096,7,60,50
Thiangaye,4097,7,50,64
Niro à t,4098,7,70,43
NDIOKHOBA,4099,4,80,48
Kahi,4100,5,56,42
Sare Ansou,4101,12,42,45
Yabtil Diop,4102,35,82,-99
THIENEL SAKHOBE,4103,6,40,25
Rimbakh peulh,4104,10,53,56
Sam Sam - Santhiaba Ouoloff,4105,5,66,40
Kandioukou,4106,9,32,7
Porokhane,4107,11,43,60
Ndoffene,4108,6,47,30
Ngolane,4109,7,34,63
Fanda,4110,25,63,24
Coubalan,4111,2,64,70
Missira demba,4112,8,50,49
Mabo,4113,12,40,70
Doumga ouro alpha,4114,8,47,14
Mbayene  diack,4115,5,55,36
SEGRE BAMBARA,4116,11,53,70
Mbayene diack,4117,25,64,35
Médina Mbayene,4118,5,65,24
Yene kaw,4119,25,77,40
Kamebeul,4120,9,62,56
Niaguis,4121,7,56,35
Yerimale,4122,11,57,6
Tiguette,4123,5,40,54
Mbeuleup,4124,8,40,56
Mbodjene,4125,12,40,56
Niankitte,4126,12,68,-99
Mousladji,4127,8,50,48
Demba Coulla,4128,5,60,30
Kafate,4129,10,67,-99
Gadiack,4130,14,55,39
Médina  kocoum,4131,11,47,12
Médina gounass,4132,15,69,15
Goundafa,4133,10,55,6
Darou Ndiaye,4134,9,49,52
1,4135,38,51,-99
ngaba,4136,9,34,32
Nargua,4137,7,71,48
Mbeye,4138,5,62,54
Bounfassow,4139,10,60,20
Kassassa,4140,10,60,56
Yabtil Diop,4141,10,31,0
Ndiaye counda,4142,8,70,65
Diokoul mbelbouck,4143,12,72,-99
Keur bidji awa,4144,18,55,56
Afia Bacary El hadji,4145,3,42,49
Nyassia,4146,9,62,-99
Aliou Samba,4147,7,25,56
Ndiobel,4148,16,50,48
Sare yero  sy,4149,8,65,14
Baila,4150,7,47,35
Koboyel,4151,1,70,0
Thicogne,4152,15,38,8
Gorom 3,4153,9,70,56
Thiankang coly/Sare sėny,4154,12,57,35
Guiro yero bocar  ,4155,13,35,42
Mbamane,4156,10,29,48
Ndiebel,4157,16,44,49
Missirah Demba Sadio,4158,7,60,56
Bantakhocouta,4159,8,47,42
Ngayene,4160,10,61,48
Tobor,4161,7,53,8
Diegoune,4162,15,36,56
Silane,4163,16,53,56
St Double Sylla,4164,15,35,42
Dialaka,4165,12,65,35
PATHE GALLO,4166,6,43,20
Ndiagne,4167,6,55,35
Keur ndiouga,4168,14,67,-99
Teyel,4169,15,80,0
Nguith,4170,11,60,14
Keur lahine sakho,4171,25,56,54
Boukhou,4172,13,47,49
NDOMOR  DIOP,4173,8,54,48
Médina,4174,16,58,56
Sare Sankoule,4175,18,45,35
Daroou sambe,4176,5,53,27
Nimeneké,4177,11,48,42
Sinthiang Koundara,4178,14,72,14
Hafia Mbemba,4179,14,33,35
Arafa,4180,7,50,-99
Lislam,4181,14,52,56
Nayobe gaye,4182,6,37,42
Tendouck,4183,11,63,70
Portant Lathi,4184,7,32,50
SAME GUEYENE,4185,4,35,70
Sare Yira,4186,7,46,35
Carounate,4187,7,85,14
Fintel somb,4188,6,50,25
Sagatta gueth,4189,7,55,90
Boulel Mpdy,4190,7,55,-99
Keur bara feudy,4191,7,30,56
Djibabouya,4192,6,59,49
Sare sama,4193,5,60,35
Keur edy,4194,19,56,77
Sandiniery,4195,11,52,30
Keur Séyni,4196,12,59,63
Kameubeul,4197,11,37,36
Nabadji Civol,4198,7,40,20
Darou Ndiaye,4199,14,67,52
Keur lahine sakho,4200,11,70,73
Mbrouvaille,4201,8,63,48
'NDIOKH SENE,4202,8,36,48
Coura mouride,4203,9,50,56
Darou salam,4204,4,62,13
Yene guethie,4205,15,70,48
Ndiamalathel,4206,4,30,6
Missirah,4207,11,63,48
Kollo,4208,8,75,13
Nguidile,4209,11,65,42
Sare samba cisse,4210,7,55,70
Bamdoulou,4211,12,36,56
Khourou loumby,4212,8,30,54
Tourime,4213,4,74,48
Médina mandah,4214,18,70,50
Dar Salam,4215,9,42,6
Ndiengene keur malobe,4216,14,59,48
Yafera,4217,5,64,84
Thiafaly,4218,8,60,49
Darou pakathiar,4219,7,62,70
Santhie goudaguene,4220,15,52,56
Kamobeul,4221,7,40,28
Médina Ndiobene,4222,14,72,0
Faradianto,4223,4,35,43
Thiaba,4224,10,44,48
Ndiebene toube wolof,4225,4,68,48
Tenghory Transgambien 1,4226,19,51,56
Médina boudialabou,4227,12,51,36
Pelour (mboltime ),4228,9,49,60
Thisse,4229,5,47,35
Ngathie fall,4230,12,43,-99
Touba Aly Mbenda,4231,8,35,56
Temento,4232,7,59,50
Guet peulh,4233,2,30,70
Kafountine,4234,7,56,25
Thiara Counda,4235,8,63,49
Gap (keur dieumb dia),4236,7,21,42
Médina boudialabou,4237,8,45,38
Bellekho extention,4238,7,59,54
Karcia,4239,8,55,49
Selety,4240,5,38,30
MÉDINA mandah,4241,10,37,70
Baka   fall  b,4242,15,72,40
Lislam,4243,9,59,56
Ndere Mbaye,4244,5,35,54
Tendouck,4245,8,74,35
Saredioulde,4246,19,76,28
Masakodji,4247,8,58,4
Mboulougne séné wolof,4248,6,37,-99
Kathiawane,4249,18,45,49
Badiangara Moussa,4250,17,40,84
Mabo,4251,11,30,49
5,4252,15,60,42
Yaoudar Maounde,4253,7,70,2
Sare coba,4254,12,55,46
Keur medoune mbaye,4255,10,67,42
Kougany,4256,8,80,0
Mereto,4257,13,59,49
Danthiady,4258,18,78,28
Afia bacary demba,4259,13,35,56
Francounda sarakhole,4260,16,67,42
TOUBA MBAYARD,4261,7,40,48
Hamdallaye tessan,4262,7,40,56
Dioly mbandakhe,4263,7,33,70
Saradou,4264,7,70,0
Mereto,4265,12,57,49
DIANHERY YOROYA,4266,10,38,42
T'ouba mandingue,4267,7,52,40
Dendiely,4268,11,57,12
Manael,4269,10,57,48
